discipline_root,discipline_scope,approval_year,project_type,completed_layer_sample_count,rule_coverage_status,rule_confidence,anchor_collection_priority,required_next_evidence,warning
E,E11,2012,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2012,key,4,shared_number_space,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2012,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2012,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2012,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2012,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2012,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2012,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2012,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2012,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2012,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2012,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2012,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2012,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2012,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2012,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2012,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2012,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2012,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2012,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2012,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2012,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2012,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2012,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2012,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2012,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2013,key,8,partial,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2013,key,9,partial,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2013,key,8,partial,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2013,key,8,partial,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2013,key,11,sufficient,high,P2,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2013,key,11,sufficient,high,P2,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2013,key,9,partial,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2013,key,8,shared_number_space,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2013,key,5,shared_number_space,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2013,key,3,shared_number_space,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2013,key,2,shared_number_space,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2013,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E12,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2013,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2013,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2013,key,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2013,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2013,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2013,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2013,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2013,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E13,2013,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2014,key,9,partial,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2014,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2014,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2014,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2014,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2014,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E01,2014,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2014,key,9,partial,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2014,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2014,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2014,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2014,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2014,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E02,2014,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2014,key,9,partial,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2014,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2014,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2014,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2014,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2014,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E03,2014,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2014,key,9,partial,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2014,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2014,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2014,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2014,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2014,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E04,2014,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2014,key,12,sufficient,high,P2,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2014,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2014,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2014,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2014,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2014,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E05,2014,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2014,key,9,partial,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2014,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2014,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2014,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2014,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2014,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E06,2014,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2014,key,8,partial,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2014,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2014,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2014,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2014,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2014,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E07,2014,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2014,key,8,shared_number_space,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2014,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2014,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2014,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2014,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2014,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E08,2014,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2014,key,5,shared_number_space,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2014,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2014,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2014,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2014,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2014,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E09,2014,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2014,key,5,shared_number_space,medium,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2014,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2014,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2014,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2014,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2014,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E10,2014,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2014,youth_a,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2014,youth_b,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2014,key,1,shared_number_space,low,P1,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2014,major,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2014,innovation_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2014,excellence_group,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2014,major_instrument,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2014,key_international_cooperation,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
E,E11,2014,original_exploration,0,empty,none,P0,official award list / division review summary / institutional award announcement,zero completed-layer records do not prove zero awards
